t,segment,X,Y,psi,vx,delta,ax,Xd,Yd,Xdd,Ydd,kappa
1.000000000000000000e+00,0.000000000000000000e+00,-4.164991362150822218e-01,-1.066124765225191437e-02,3.166863653767502118e+00,9.439818038183108717e-01,-1.861466249217975238e-03,2.999999999999999889e-01,-9.436803954012261686e-01,-2.385282531394349731e-02,-9.572046549373999236e-01,-1.774457302958053206e-02,-7.236028762874989126e-03
1.020000000000000018e+00,0.000000000000000000e+00,-4.355627850001766443e-01,-1.114177477420955249e-02,3.166723030829559082e+00,9.629178138827678701e-01,-1.932057531501849522e-03,2.999999999999999889e-01,-9.626137713194692358e-01,-2.419594095871066552e-02,-9.359916722313365023e-01,-1.656081944983864990e-02,-7.510437067172187099e-03
1.040000000000000036e+00,0.000000000000000000e+00,-4.550008027551496470e-01,-1.162892501290082106e-02,3.166574360908439356e+00,9.814207518898289129e-01,-2.001418196866514010e-03,2.999999999999999889e-01,-9.811145224877009241e-01,-2.451501588267586407e-02,-9.139477191084884877e-01,-1.534073448092059498e-02,-7.780061687907769384e-03
1.060000000000000053e+00,0.000000000000000000e+00,-4.748043730065866774e-01,-1.212221038104445946e-02,3.166417589385635889e+00,9.994743227687797882e-01,-2.069947891479289627e-03,2.999999999999999889e-01,-9.991663618479222908e-01,-2.480933746994789732e-02,-8.911060306025798683e-01,-1.408571931206084767e-02,-8.046456162651437899e-03
1.080000000000000071e+00,0.000000000000000000e+00,-4.949643601869196385e-01,-1.262112891927922968e-02,3.166252645731895132e+00,1.017062897081573825e+00,-2.138013366569613445e-03,2.999999999999999889e-01,-1.016753667042808340e+00,-2.507822112842024789e-02,-8.674998417473340773e-01,-1.279717513249386575e-02,-8.311046158473703663e-03
1.100000000000000089e+00,0.000000000000000000e+00,-5.154713229284412224e-01,-1.312516525663962388e-02,3.166079443857769515e+00,1.034171511041307445e+00,-2.205953737205136427e-03,2.999999999999999889e-01,-1.033861480415711354e+00,-2.532101028977116336e-02,-8.431623875764785447e-01,-1.147650313145422846e-02,-8.575149914245195834e-03
1.120000000000000107e+00,0.000000000000000000e+00,-5.363155273573173565e-01,-1.363379117103151635e-02,3.165897882380248163e+00,1.050785866531682045e+00,-2.274085045133020927e-03,2.999999999999999889e-01,-1.050475509010655228e+00,-2.553707640946351054e-02,-8.181269031237373701e-01,-1.012510449817642481e-02,-8.839995977673584249e-03
1.140000000000000124e+00,0.000000000000000000e+00,-5.574869603876010382e-01,-1.414646614970791264e-02,3.165707844811907812e+00,1.066892331127539340e+00,-2.342704240699142182e-03,2.999999999999999889e-01,-1.066582124572339474e+00,-2.572581896674485877e-02,-7.924266234228336536e-01,-8.744380421894917821e-03,-9.106738684163305508e-03
1.159999999999999920e+00,0.000000000000000000e+00,-5.789753430152467795e-01,-1.466263794974460508e-02,3.165509199678092855e+00,1.082477938116526150e+00,-2.412092679569438278e-03,2.999999999999999889e-01,-1.082168363546138545e+00,-2.588666546464749377e-02,-7.660947835074957135e-01,-7.335732091844303186e-03,-9.376471749604308251e-03
1.179999999999999938e+00,0.000000000000000000e+00,-6.007701436121229976e-01,-1.518174315851588893e-02,3.165301800566784785e+00,1.097530386521968104e+00,-2.482519214263418077e-03,2.999999999999999889e-01,-1.097221927078101178e+00,-2.601907142998840378e-02,-7.391646184114460949e-01,-5.900560697259006615e-03,-9.650240288111086237e-03
1.199999999999999956e+00,0.000000000000000000e+00,-6.228605912200255723e-01,-1.570320775417023695e-02,3.165085486115116087e+00,1.112038041127030308e+00,-2.554242947670801178e-03,2.999999999999999889e-01,-1.111731181014950165e+00,-2.612252041336920322e-02,-7.116693631684108956e-01,-4.440267427373587386e-03,-9.929051515825060986e-03
1.219999999999999973e+00,0.000000000000000000e+00,-6.452356888446916239e-01,-1.622644766610599129e-02,3.164860079935835291e+00,1.125989932500248702e+00,-2.627515705204438220e-03,2.999999999999999889e-01,-1.125685155904082801e+00,-2.619652398917623679e-02,-6.836422528121135489e-01,-2.956253471422495924e-03,-1.021388436100839972e-02
1.239999999999999991e+00,0.000000000000000000e+00,-6.678842267498134033e-01,-1.675086933544709528e-02,3.164625390486488499e+00,1.139375757022517144e+00,-2.702584273605491624e-03,2.999999999999999889e-01,-1.139073546993570885e+00,-2.624062175558055515e-02,-6.551165223762809298e-01,-1.449920018640304736e-03,-1.050569816708302358e-02
1.260000000000000009e+00,0.000000000000000000e+00,-6.907947957510506276e-01,-1.727587027551872809e-02,3.164381210883588924e+00,1.152185876915624130e+00,-2.779692447309596321e-03,2.999999999999999889e-01,-1.151886714232161824e+00,-2.625438133453787681e-02,-6.261254068946372486e-01,7.733174173849628914e-05,-1.080544064764144864e-02
